  PID  PPID  PGID   UID USER             STAT     ELAPSED COMMAND
 1624     1  1624     0 root             Ss   27-06:03:57 /System/Library/CoreServices/SubmitDiagInfo server-init
 1642     1  1642   277 _rmd             S    27-06:03:48 /usr/sbin/distnoted agent
 1646  1065  1065   501 oopslink         S    07-20:16:42 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=16958 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1226866349652 --shared-files --metrics-shmem-handle=1752395122,r,17777641980501677298,1731106199928313903,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190724876667546836 --seatbelt-client=242
 1653     1  1653     0 root             Ss   27-06:03:47 /System/Library/Frameworks/ManagedAppDistribution.framework/Support/managedappdistributiond
 1657     1  1657   501 oopslink         R    27-06:03:41 /System/Applications/Utilities/Activity Monitor.app/Contents/MacOS/Activity Monitor
 1660  1065  1065   501 oopslink         S    27-06:03:35 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=zh-CN --service-sandbox-type=audio --message-loop-type-ui --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --shared-files --metrics-shmem-handle=1752395122,r,2488930443022528447,16285757021079523075,524288 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190709020982419907 --seatbelt-client=197
 1661  1065  1065   501 oopslink         S    27-06:03:35 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=zh-CN --service-sandbox-type=none --message-loop-type-ui --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --shared-files --metrics-shmem-handle=1752395122,r,7945018519499198839,8916696369939046227,524288 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190709021919461756
 1677     1  1677   501 oopslink         S    27-06:02:46 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
 1720     1  1720   501 oopslink         S    27-06:02:20 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
 1753     1  1753   501 oopslink         S       07:14:51 /System/Library/CoreServices/ReportCrash agent
 1758     1  1758     0 root             Ss      07:14:51 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
 1782     1  1782   501 oopslink         S       07:14:43 /usr/libexec/dmd
 1783     1  1783   501 oopslink         S       07:14:43 /usr/libexec/duetexpertd
 1784     1  1784   501 oopslink         S       07:14:43 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
 1785     1  1785   501 oopslink         S       07:14:43 /usr/libexec/mlhostd
 1786     1  1786   501 oopslink         S       07:14:43 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
 1787     1  1787   501 oopslink         S       07:14:43 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
 1792     1  1792   501 oopslink         S       07:14:42 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
 2055     1  2055   501 oopslink         S       07:14:34 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
 2237     1  2237   501 oopslink         Ss      07:14:32 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
 2243     1  2243   501 oopslink         S    27-05:59:44 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
 2280  1065  1065   501 oopslink         S    27-05:59:15 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --top-chrome-webui --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=49 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=428363342 --shared-files --metrics-shmem-handle=1752395122,r,15788473539511678169,4636827281811672597,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190709032226922095 --seatbelt-client=101
 2285  1065  1065   501 oopslink         S    27-05:59:15 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --extension-process --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=54 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=428421229 --shared-files --metrics-shmem-handle=1752395122,r,8459752983767215971,480163623759497296,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190709036912131340 --seatbelt-client=132
 2322     1  2322   501 oopslink         S       07:14:32 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
 2327     1  2327   501 oopslink         S       07:14:31 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
 2329     1  2329   501 oopslink         S       07:14:31 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
 2424     1  2424   501 oopslink         S    27-05:50:59 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
 2430     1  2430   296 _neuralengine    S    27-05:50:58 /usr/sbin/distnoted agent
 2473 77455  2473   501 oopslink         S       18:23:03 /Users/oopslink/.agent-center/workers/worker-edb09a0c/current/bin/agent-center worker agent-runtime --agent-id 01KV83S1F748A724GB4TBA6XQF --worker-id worker-edb09a0c --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-dfccbe56f636 --config /Users/oopslink/.agent-center/workers/worker-edb09a0c/etc/config.yaml --admin-target tcp://localhost:7300 --admin-token <REDACTED> --server-fingerprint sha256:0B:87:87:2A:82:75:0D:1A:48:1D:7E:D5:88:A2:AD:B8:B9:28:44:D3:47:76:DC:89:26:D0:06:E2:0D:B8:83:61
 2832     1  2832   501 oopslink         S    27-05:35:00 /Applications/Lark.app/Contents/MacOS/Feishu --from-starter --update-report-success
 2845  2832  2832   501 oopslink         S    27-05:34:55 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper --aha-process-t=aha-service --type=monitor --block-unsubscribe-shell-api-event --enable-pre-read-liblark-dll --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520 --enable-aha-gwp-asan-dump --mojo-platform-channel-handle=1594930342
 2846  2832  2832   501 oopslink         S    27-05:34:55 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper (GPU).app/Contents/MacOS/Lark Helper (GPU) --type=gpu-process --string-annotations --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAABQAAABgAAAAAAAAAGAAAAAAAAAAUAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --browser-runtime --aha-multi-profile --shared-files --field-trial-handle=1718379636,r,6128329382327955500,17641098490994856883,262144 --variations-seed-version --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520 --seatbelt-client=34
 2847  2832  2832   501 oopslink         S    27-05:34:55 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=service --string-annotations --browser-runtime --aha-multi-profile --shared-files --field-trial-handle=1718379636,r,6128329382327955500,17641098490994856883,262144 --variations-seed-version --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520 --seatbelt-client=34
 2849  2832  2832   501 oopslink         S    27-05:34:55 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper --aha-process-t=aha-service --type=backend --task-jssdk-enabled --enable-backend-async-progress --no-proxy-server --enable-pre-read-liblark-dll --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520 --aha-multi-profile --enable-backend-async-progress --mojo-platform-channel-handle=1476554997
 2853  2832  2832   501 oopslink         S    27-05:34:55 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper --type=utility --utility-sub-type=jash.mojom.JSRuntimeService --lang=zh-CN --service-sandbox-type=none --js-runtime-verify-shellapi=strict --enable-js-runtime-shared-string --enable-codecache-in-js-runtime --enable-shellapi-new-tunnel --enable-backend-async-progress --block-unsubscribe-shell-api-event --string-annotations --browser-runtime --aha-multi-profile --shared-files --field-trial-handle=1718379636,r,6128329382327955500,17641098490994856883,262144 --variations-seed-version --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520
 2877     1  2877   265 _fpsd            Ss      21:15:57 /System/Library/PrivateFrameworks/CoreADI.framework/adid
 3315     1  3315     0 root             Ss      07:13:53 /usr/libexec/amfid
 4049     1  4049   501 oopslink         S       04:19:10 /System/Library/PrivateFrameworks/JetCore.framework/Support/jetpackassetd
 5555 77455  5555   501 oopslink         S    01-03:03:52 /Users/oopslink/.agent-center/workers/worker-edb09a0c/current/bin/agent-center worker agent-runtime --agent-id 01KV83QGMSYCRG5C19YFNPHFQE --worker-id worker-edb09a0c --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-dfccbe56f636 --config /Users/oopslink/.agent-center/workers/worker-edb09a0c/etc/config.yaml --admin-target tcp://localhost:7300 --admin-token <REDACTED> --server-fingerprint sha256:0B:87:87:2A:82:75:0D:1A:48:1D:7E:D5:88:A2:AD:B8:B9:28:44:D3:47:76:DC:89:26:D0:06:E2:0D:B8:83:61
 6298     1  6298   501 oopslink         S       07:12:34 /usr/libexec/siriknowledged
 6513 15645 15607   501 oopslink         S    01-13:41:51 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer) --type=renderer --client_version=4066645762 --enable-crash-reporter --wmpf_root_dir=/Users/oopslink/Library/Containers/com.tencent.xinWeChat/Data/Documents/app_data/radium --instance-index=0 --bundle-id=5A4RE8SF68.com.tencent.xinWeChat --wmpf-render-type=0 --product-id=1002 --disable-notifications --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1786005597066468 --disable-mojo-broker --launch-time-ticks=1768956102309 --shared-files --field-trial-handle=1718379636,r,2543933638520551753,2950008280877986755,262144 --enable-features=OverlayScrollbar,XWorker --disable-features=AudioServiceOutOfProcess,AutoupgradeMixedContent,BackForwardCache,DigitalGoodsApi,NotificationTriggers,PeriodicBackgroundSync,TFLiteLanguageDetectionEnabled,Vulkan,WebOTP --variations-seed-version --log-level=2 --seatbelt-client=183
 6529 15645 15607   501 oopslink         S    01-13:41:45 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeApp.app/Contents/MacOS/WeApp --type=renderer --client_version=4066645762 --enable-crash-reporter --wmpf_root_dir=/Users/oopslink/Library/Containers/com.tencent.xinWeChat/Data/Documents/app_data/radium --instance-index=0 --bundle-id=5A4RE8SF68.com.tencent.xinWeChat --wmpf-render-type=4 --wmpf-appid=preload-12 --product-id=1002 --disable-notifications --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1786005597066468 --disable-mojo-broker --launch-time-ticks=1768962403899 --shared-files --field-trial-handle=1718379636,r,2543933638520551753,2950008280877986755,262144 --enable-features=OverlayScrollbar,XWorker --disable-features=AudioServiceOutOfProcess,AutoupgradeMixedContent,BackForwardCache,DigitalGoodsApi,NotificationTriggers,PeriodicBackgroundSync,TFLiteLanguageDetectionEnabled,Vulkan,WebOTP --variations-seed-version --log-level=2 --seatbelt-client=190
 7963     1  7963   501 oopslink         Ss   07-18:08:36 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
 7964  7963  7964   501 oopslink         Ss   07-18:08:35 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --enable-unsafe-swiftshader --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/playwright_chromiumdev_profile-h75Yvq --remote-debugging-pipe --no-startup-window
 7966  7964  7964   501 oopslink         S    07-18:08:35 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --enable-unsafe-swiftshader --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,17568165843925475288,18019894118899718399,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,13722327130050729065,1046421173548321163,4 --trace-process-track-uuid=3190708988185955192
