  PID  PPID  PGID   UID USER             STAT     ELAPSED COMMAND
42457     1 42457   501 oopslink         S       06:58:09 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
43283     1 43283   501 oopslink         S    09-16:41:24 /Applications/ChatGPT.app/Contents/Frameworks/Sparkle.framework/Versions/B/Autoupdate com.openai.codex /Users/oopslink oopslink
43284     1 43284   501 oopslink         S    09-16:41:24 /Users/oopslink/Library/Caches/com.openai.codex/org.sparkle-project.Sparkle/Launcher/mqjDarvlX/Updater.app/Contents/MacOS/Updater /Applications/ChatGPT.app 0
44005     1 44005   501 oopslink         S       06:57:49 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
44704     1 44704   501 oopslink         Ss   06-02:44:28 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
44706 44704 44706   501 oopslink         Ss   06-02:44:28 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --enable-unsafe-swiftshader --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/playwright_chromiumdev_profile-Ui7yl1 --remote-debugging-pipe --no-startup-window
44707 44706 44706   501 oopslink         S    06-02:44:28 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --enable-unsafe-swiftshader --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,5855165534945496261,15879122565287913360,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15178772480379025405,1052680380021937965,4 --trace-process-track-uuid=3190708988185955192
44708 44706 44706   501 oopslink         S    06-02:44:28 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --use-angle=swiftshader-webgl --use-gl=angle --mute-audio --headless=old --shared-files --field-trial-handle=1718379636,r,5855165534945496261,15879122565287913360,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15178772480379025405,1052680380021937965,4 --trace-process-track-uuid=3190708989122997041
44709 44706 44706   501 oopslink         S    06-02:44:28 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=renderer --headless=old --no-sandbox --disable-back-forward-cache --disable-background-timer-throttling --disable-breakpad --enable-automation --force-color-profile=srgb --remote-debugging-pipe --allow-pre-commit-input --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1786005596142121 --launch-time-ticks=1376400788164 --shared-files --field-trial-handle=1718379636,r,5855165534945496261,15879122565287913360,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15178772480379025405,1052680380021937965,4 --trace-process-track-uuid=3190708990060038890
45004     1 45004   501 oopslink         Ss         32:39 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
45118     1 45118   501 oopslink         S    09-20:55:07 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
47078     1 47078   222 _netbios         SNs     21:05:59 /usr/sbin/netbiosd
47111  2832  2832   501 oopslink         S    14-19:05:31 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper (Renderer).app/Contents/MacOS/Lark Helper (Renderer) --type=renderer --string-annotations --indexeddb-idle-check-seconds=5 --scene=profile_main --enable-renderer-jank-monitor --enable-native-resource-code-cache --block-unsubscribe-shell-api-event --enable-shellapi-new-tunnel --enable-shellapi-env-block --enable-shellapi-jsb-permission-no-http --enable-v8-callstack-check --enable-v8-callstack-check-block --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=3399 --time-ticks-at-unix-epoch=-1785555976747149 --browser-runtime --aha-multi-profile --launch-time-ticks=863630881463 --shared-files --field-trial-handle=1718379636,r,6128329382327955500,17641098490994856883,262144 --variations-seed-version --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520 --seatbelt-client=156
47118  2832  2832   501 oopslink         S    14-19:05:30 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper (Renderer).app/Contents/MacOS/Lark Helper (Renderer) --type=renderer --string-annotations --indexeddb-idle-check-seconds=5 --scene=profile_main --enable-renderer-jank-monitor --enable-native-resource-code-cache --block-unsubscribe-shell-api-event --enable-shellapi-new-tunnel --enable-shellapi-env-block --enable-shellapi-jsb-permission-no-http --enable-v8-callstack-check --enable-v8-callstack-check-block --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=3400 --time-ticks-at-unix-epoch=-1785555976747149 --browser-runtime --aha-multi-profile --launch-time-ticks=863631065547 --shared-files --field-trial-handle=1718379636,r,6128329382327955500,17641098490994856883,262144 --variations-seed-version --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520 --seatbelt-client=173
47133  2832  2832   501 oopslink         S    14-19:05:28 /Applications/Lark.app/Contents/Frameworks/Lark Framework.framework/Versions/131.0.6778.268/Helpers/Lark Helper.app/Contents/MacOS/Lark Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=zh-CN --service-sandbox-type=audio --message-loop-type-ui --string-annotations --browser-runtime --aha-multi-profile --shared-files --field-trial-handle=1718379636,r,6128329382327955500,17641098490994856883,262144 --variations-seed-version --smc-metadata=1936548722,12652095431523265356,17459127888075930363,20971520 --seatbelt-client=256
47795  1065  1065   501 oopslink         R    03-03:38:06 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=22888 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1632381872135 --shared-files --metrics-shmem-handle=1752395122,r,1442263422283135341,12516394362940840979,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190730433325711406 --seatbelt-client=247
48472     1 48472   501 oopslink         S    04-15:17:48 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
49016     1 49016   501 oopslink         S       04:40:30 /usr/libexec/proactiveeventtrackerd
49019     1 49019   501 oopslink         S       04:40:30 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
49021     1 49021   501 oopslink         S       04:40:29 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
50544     1 50544   501 oopslink         S       06:56:49 /usr/libexec/keyboardservicesd
51343     1 51343   501 oopslink         S       02:54:23 /System/Library/PrivateFrameworks/IASUtilities.framework/Versions/A/Resources/installerauthagent
51344     1 51344   200 _softwareupdate  Ss      02:54:23 /usr/libexec/NRDUpdated
51347     1 51347     0 root             Ss      02:54:21 /System/Library/AssetsV2/com_apple_MobileAsset_RecoveryOSUpdateBrain/7a84bd1c89069f2e742ece792e84523266f36fdf.asset/AssetData/com.apple.NRD.UpdateBrainService.xpc/Contents/MacOS/com.apple.NRD.UpdateBrainService
51350     1 51350   242 _nsurlsessiond   Ss      02:54:18 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.privileged.xpc/Contents/MacOS/com.apple.StreamingUnzipService.privileged
51352     1 51352   200 _softwareupdate  Ss      02:54:18 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
51353     1 51353   200 _softwareupdate  S       02:54:18 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
51354     1 51354   200 _softwareupdate  S       02:54:18 /usr/sbin/cfprefsd agent
51358     1 51358   200 _softwareupdate  S       02:54:18 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
51359     1 51359   501 oopslink         S       02:54:17 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
51360     1 51360   501 oopslink         Ss      02:54:17 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
51365     1 51365   501 oopslink         S       02:54:17 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
51367     1 51367   278 _accessoryupdater Ss      02:54:17 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
51667     1 51667   501 oopslink         S       04:39:24 /usr/libexec/inputanalyticsd
52256 77455 52256   501 oopslink         S       06:21:06 /Users/oopslink/.agent-center/workers/worker-edb09a0c/current/bin/agent-center worker agent-runtime --agent-id 01KTVBAC4VM65H9ZFZBM1Q6P3F --worker-id worker-edb09a0c --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-dfccbe56f636 --config /Users/oopslink/.agent-center/workers/worker-edb09a0c/etc/config.yaml --admin-target tcp://localhost:7300 --admin-token <REDACTED> --server-fingerprint sha256:0B:87:87:2A:82:75:0D:1A:48:1D:7E:D5:88:A2:AD:B8:B9:28:44:D3:47:76:DC:89:26:D0:06:E2:0D:B8:83:61
54083  1065  1065   501 oopslink         S    03-00:27:03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=23171 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1643844854740 --shared-files --metrics-shmem-handle=1752395122,r,10096233157862379646,13205312144384066700,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190730698508554673 --seatbelt-client=203
55909     1 55909   501 oopslink         Ss   06-02:42:12 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
56217 55909 56217   501 oopslink         Ss   06-02:42:11 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --enable-unsafe-swiftshader --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/playwright_chromiumdev_profile-eXCAkw --remote-debugging-pipe --no-startup-window
56219 56217 56217   501 oopslink         S    06-02:42:11 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --enable-unsafe-swiftshader --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,10120407379056321282,83974779374823613,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,1892870456372059323,12913744097820220814,4 --trace-process-track-uuid=3190708988185955192
56220 56217 56217   501 oopslink         S    06-02:42:11 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --use-angle=swiftshader-webgl --use-gl=angle --mute-audio --headless=old --shared-files --field-trial-handle=1718379636,r,10120407379056321282,83974779374823613,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,1892870456372059323,12913744097820220814,4 --trace-process-track-uuid=3190708989122997041
56221 56217 56217   501 oopslink         S    06-02:42:11 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=renderer --headless=old --no-sandbox --disable-back-forward-cache --disable-background-timer-throttling --disable-breakpad --enable-automation --force-color-profile=srgb --remote-debugging-pipe --allow-pre-commit-input --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1786005596140520 --launch-time-ticks=1376537491705 --shared-files --field-trial-handle=1718379636,r,10120407379056321282,83974779374823613,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,1892870456372059323,12913744097820220814,4 --trace-process-track-uuid=3190708990060038890
56704 77455 56704   501 oopslink         S          27:20 /Users/oopslink/.agent-center/workers/worker-edb09a0c/current/bin/agent-center worker agent-runtime --agent-id 01KTVBEVSYN2AP660X9W09YQ3D --worker-id worker-edb09a0c --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-dfccbe56f636 --config /Users/oopslink/.agent-center/workers/worker-edb09a0c/etc/config.yaml --admin-target tcp://localhost:7300 --admin-token <REDACTED> --server-fingerprint sha256:0B:87:87:2A:82:75:0D:1A:48:1D:7E:D5:88:A2:AD:B8:B9:28:44:D3:47:76:DC:89:26:D0:06:E2:0D:B8:83:61
56836     1 56836   501 oopslink         S    01-06:07:02 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
57111     1 57111   501 oopslink         S       07:23:47 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
57616  1065  1065   501 oopslink         S       20:40:01 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=25949 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1830265832281 --shared-files --metrics-shmem-handle=1752395122,r,11214503154581757034,16942855911326331855,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190733301610811195 --seatbelt-client=27
59273     1 59273     0 root             Rs      19:58:24 /usr/libexec/PerfPowerServices
59908 77455 59908   501 oopslink         S       17:56:02 /Users/oopslink/.agent-center/workers/worker-edb09a0c/current/bin/agent-center worker agent-runtime --agent-id 01KTVBCSTHCBN1ZFGZQB6XTNW7 --worker-id worker-edb09a0c --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-dfccbe56f636 --config /Users/oopslink/.agent-center/workers/worker-edb09a0c/etc/config.yaml --admin-target tcp://localhost:7300 --admin-token <REDACTED> --server-fingerprint sha256:0B:87:87:2A:82:75:0D:1A:48:1D:7E:D5:88:A2:AD:B8:B9:28:44:D3:47:76:DC:89:26:D0:06:E2:0D:B8:83:61
60726     1 60726   501 oopslink         Ss   07-02:39:48 tmux new -d -s trendgo-trader zsh -lc claude
60803     1 60803   501 oopslink         Ss   06-02:40:55 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
60805 60803 60805   501 oopslink         Ss   06-02:40:55 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --enable-unsafe-swiftshader --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/playwright_chromiumdev_profile-RoLBHI --remote-debugging-pipe --no-startup-window
60806 60805 60805   501 oopslink         S    06-02:40:55 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --enable-unsafe-swiftshader --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,12205178525940661003,2231871025364559824,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,17509874632630287122,8881519339665517618,4 --trace-process-track-uuid=3190708988185955192
60807 60805 60805   501 oopslink         S    06-02:40:55 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --use-angle=swiftshader-webgl --use-gl=angle --mute-audio --headless=old --shared-files --field-trial-handle=1718379636,r,12205178525940661003,2231871025364559824,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,17509874632630287122,8881519339665517618,4 --trace-process-track-uuid=3190708989122997041
60809 60805 60805   501 oopslink         S    06-02:40:55 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=renderer --headless=old --no-sandbox --disable-back-forward-cache --disable-background-timer-throttling --disable-breakpad --enable-automation --force-color-profile=srgb --remote-debugging-pipe --allow-pre-commit-input --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1786005596139631 --launch-time-ticks=1376613470118 --shared-files --field-trial-handle=1718379636,r,12205178525940661003,2231871025364559824,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,17509874632630287122,8881519339665517618,4 --trace-process-track-uuid=3190708990060038890
61544     1 61544   501 oopslink         S    01-17:08:17 /usr/libexec/linkd
61990  1065  1065   501 oopslink         S       20:37:55 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=25950 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1830391738710 --shared-files --metrics-shmem-handle=1752395122,r,11524403976250977824,13589207024627855810,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190733302547853044 --seatbelt-client=27
